key	ERR5007765
47195	18.787719298245612
47196	11.762162162162163
53358	49.753349093774624
12896	3.922290388548057
12895	4.7342342342342345
52369	4.855769230769231
52370	7.950549450549451
52371	7.732177263969171
697	20.527905198776757
698	19.246687054026502
699	18.601990049751244
700	2.513157894736842
52001	4.484953703703703
52002	5.067796610169491
51814	27.386494252873565
51815	17.781420765027324
21569	5.602790014684288
21570	7.710734463276836
21571	6.891304347826087
22736	1.97979797979798
22734	4.449799196787149
22735	3.697701149425287
44035	2.310734463276836
44036	8.256186317321689
1219	27.092540132200188
1220	7.293693693693694
1218	26.689519306540582
3241	4.700960219478738
3242	5.875
35874	22.402042711234913
35872	23.192307692307693
35873	24.776470588235295
48979	1.9803921568627452
48980	5.001883239171375
48981	2.263888888888889
14973	3.280597014925373
23370	5.93681917211329
23371	5.29047619047619
44233	4.3249534450651765
15283	12.511387163561077
15284	10.69182389937107
15285	11.131687242798353
15286	9.756756756756756
15287	18.181518151815183
15288	13.573584905660377
15289	14.347442680776014
15290	11.361277445109781
15276	10.716129032258065
15277	13.060706401766005
15278	16.448337825696317
15279	14.710280373831775
15280	12.89943741209564
15281	11.862646566164154
15282	13.935393258426966
47843	13.024242424242424
47844	9.783783783783784
3709	14.693548387096774
3710	17.43295019157088
6709	7.303030303030303
6710	7.5456545654565454
1000	15.030303030303031
1001	39.708219593569915
24597	21.440298507462686
24596	12.416666666666666
39257	3.6491228070175437
39258	7.599374021909234
21204	18.48122866894198
21205	16.524551463644947
14274	5.46749226006192
59360	18.8510101010101
29020	12.258680555555555
43909	15.742647058823529
43910	10.906020558002936
28479	4.683712121212121
54579	5.427350427350428
54580	4.06
54581	1.3205128205128205
33430	21.69912609238452
33431	21.32712215320911
32229	5.012345679012346
32230	3.984536082474227
32231	6.426724137931035
31531	5.699047619047619
31532	11.163636363636364
31533	6.454746136865342
21864	10.219806763285025
21865	7.449074074074074
21866	5.0473251028806585
21863	6.965721040189125
31368	19.829787234042552
31369	18.625514403292183
31370	23.230337078651687
31367	20.94663167104112
23212	13.32
23213	8.11111111111111
22123	21.72609819121447
22122	34.55673758865248
14434	4.6807151979565775
14435	5.872427983539095
14898	10.049226441631506
14899	5.0562770562770565
21484	3.2698412698412698
21485	7.848765432098766
21486	9.900372439478584
32535	13.911235257603973
16064	3.884393063583815
16065	6.537037037037037
16066	7.765258215962441
16067	10.360655737704919
16068	5.412186379928316
57528	22.631346578366447
57525	21.829268292682926
57526	29.1875
57527	32.74720357941835
36796	5.340298507462687
36795	7.196332254584682
21798	8.496747967479674
21799	5.212121212121212
21800	4.257777777777778
45557	8.226851851851851
45558	12.225419664268586
45559	12.821917808219178
45560	14.839912280701755
45561	10.06098843322818
38683	25.278470490440565
58949	5.356227106227106
50215	13.060283687943262
50216	14.15071507150715
50217	15.236614853195164
50218	18.903455284552845
50219	15.2015503875969
50220	16.67924528301887
50221	17.994277539341915
50222	14.58869395711501
50223	26.03954802259887
22574	6.178571428571429
22575	4.182795698924731
51198	14.313492063492063
55651	5.008130081300813
55652	8.68812375249501
55653	10.887931034482758
55654	15.505050505050505
18975	6.786941580756014
18976	6.0
25894	20.35374149659864
25892	27.04016064257028
25893	26.93512767425811
39167	153.78136200716847
39168	168.95959595959596
39169	77.35964912280701
18019	14.128455284552846
18020	13.17123287671233
58302	5.074712643678161
58303	5.38865836791148
31620	38.586080586080584
31621	18.428828828828827
31619	31.104683195592287
32805	13.66324200913242
32806	16.21794871794872
32807	10.54040404040404
52312	6.374087591240876
43697	18.76750700280112
43698	10.154228855721392
43699	1.509433962264151
33329	8.129191321499015
33330	2.9158249158249157
7603	13.300978179082017
7604	8.529680365296803
9713	10.406392694063927
9714	18.12783751493429
23018	9.127554615926709
26370	11.472131147540983
26371	4.658227848101266
26368	4.111111111111111
26369	11.095548317046688
59457	5.379241516966068
34580	6.414141414141414
50707	20.55595238095238
50708	15.996658312447787
50709	18.18888888888889
50710	11.48936170212766
50711	4.296296296296297
56170	18.163636363636364
56171	14.694599627560521
56168	4.368627450980392
56169	11.869324473975636
31561	5.942604856512141
31562	5.627118644067797
31563	5.562248995983936
31564	6.677777777777778
17714	3.6621160409556315
17715	4.257575757575758
17713	5.159420289855072
33042	9.10958904109589
33040	10.066326530612244
33041	11.104065040650406
53629	6.128834355828221
53628	10.580508474576272
8242	2.3174603174603177
8243	5.767605633802817
8244	12.106666666666667
4531	3.223463687150838
4532	6.708108108108108
27104	18.157509157509157
27105	10.81992337164751
27103	14.82258064516129
19736	1.9268292682926829
19737	3.158536585365854
19738	3.150877192982456
14621	4.2
14622	3.654166666666667
58382	5.02047502047502
52070	43.253074433656955
57940	2.7758620689655173
57939	3.3927125506072873
16500	4.47427293064877
16501	5.72934472934473
16502	5.0344827586206895
16503	6.41991341991342
22460	22.838316722037654
22461	20.733333333333334
16643	9.121212121212121
16644	12.94896551724138
5120	17.244568097509273
5121	16.449897750511248
5122	11.753086419753087
5123	17.676576576576576
5124	17.439521800281295
5125	18.581196581196583
5126	17.916201117318437
5127	15.012698412698413
5128	13.885480572597137
5129	15.678688524590164
5130	18.627354627354627
5131	21.380701754385964
5132	13.877014418999153
5133	11.426174496644295
5106	12.913725490196079
5107	17.584
5108	17.480225988700564
